epoch,accuracy,loss,val_accuracy,val_loss
0,0.822857677936554,0.5687828063964844,0.807354211807251,0.9258099794387817
1,0.8526425361633301,0.4542820453643799,0.8095642924308777,0.8205872774124146
2,0.8613083958625793,0.4278753101825714,0.8151268362998962,0.759136974811554
3,0.8663106560707092,0.4126855731010437,0.8156648278236389,0.7755563259124756
4,0.8694877028465271,0.40269920229911804,0.812641978263855,0.8048387169837952
5,0.8721016645431519,0.3945672810077667,0.8156275153160095,0.7829159498214722
6,0.874110996723175,0.3881676495075226,0.8162584900856018,0.7784523367881775
7,0.8757337331771851,0.3833107054233551,0.814784824848175,0.9440492987632751
8,0.8769742846488953,0.3796211779117584,0.8107282519340515,0.8136916160583496
9,0.8782659769058228,0.3753206133842468,0.8140159845352173,0.8132551312446594
10,0.8794946670532227,0.3718309700489044,0.8144170045852661,0.8173860907554626
11,0.8538756370544434,0.46077150106430054,0.7889504432678223,1.02967369556427
12,0.8001686334609985,0.6350054740905762,0.7772167325019836,1.1375571489334106
13,0.7693563103675842,0.8734340667724609,0.7674639821052551,2.515662670135498
14,0.7694073915481567,0.8496496081352234,0.7635028958320618,1.8938453197479248
15,0.7647128105163574,0.9271295666694641,0.766057550907135,1.66927969455719
16,0.7641990780830383,0.949562132358551,0.7611425518989563,1.3697607517242432
17,0.7687361240386963,0.8423537015914917,0.7709559202194214,1.2312179803848267
18,0.7910865545272827,0.6809466481208801,0.7929596304893494,0.950775146484375
19,0.8181938529014587,0.5586706399917603,0.7981759905815125,0.9352843165397644
20,0.8271917700767517,0.5322275757789612,0.7998995184898376,0.9377431273460388
21,0.8293036818504333,0.5237895846366882,0.7985188364982605,0.9460022449493408
22,0.8318809270858765,0.5152948498725891,0.7996878027915955,0.9639842510223389
23,0.8332486748695374,0.5113030076026917,0.8003055453300476,0.95489102602005
24,0.8299198746681213,0.5218074917793274,0.798721432685852,1.0004867315292358
25,0.7893722057342529,0.8097102642059326,0.7696649432182312,1.9598559141159058
26,0.7691383957862854,0.8982259631156921,0.7736749649047852,1.2378829717636108
27,0.775722324848175,0.8421385288238525,0.77257239818573,1.1893974542617798
28,0.7779899835586548,0.8337108492851257,0.7749975323677063,1.1561235189437866
29,0.7741173505783081,0.8354713320732117,0.7725715637207031,1.1554144620895386
30,0.7740169167518616,0.838782548904419,0.7718127369880676,1.2495099306106567
31,0.7711313366889954,0.8713567852973938,0.7726927995681763,1.2670319080352783
32,0.7672368288040161,0.8952489495277405,0.7695412039756775,1.3533486127853394
33,0.7691310048103333,0.8648884892463684,0.7675992846488953,1.252494215965271
34,0.7695586681365967,0.8643483519554138,0.7655785083770752,1.4713561534881592
35,0.7666551470756531,0.9104466438293457,0.7623687982559204,1.381629228591919
36,0.7657036781311035,0.9425949454307556,0.7648338079452515,1.3480663299560547
37,0.7641201019287109,0.9369249939918518,0.7623488903045654,1.3378138542175293
38,0.7643277049064636,0.9340857267379761,0.7665515542030334,1.3291494846343994
39,0.7647239565849304,0.9113240838050842,0.7649674415588379,1.3556960821151733
