epoch,accuracy,loss,val_accuracy,val_loss
0,0.600744903087616,1.2967734336853027,0.6985312700271606,0.903414249420166
1,0.7192548513412476,0.850378692150116,0.7353999614715576,0.7988188862800598
2,0.733688473701477,0.8070812225341797,0.740236759185791,0.7854313254356384
3,0.7371629476547241,0.7964442372322083,0.7421625852584839,0.7795565128326416
4,0.7387726902961731,0.7911396026611328,0.7434656023979187,0.7758181691169739
5,0.7397817373275757,0.7877709865570068,0.7441498637199402,0.774084746837616
6,0.7404898405075073,0.7853965759277344,0.7447410225868225,0.7727489471435547
7,0.7410783767700195,0.7835073471069336,0.744969367980957,0.7716485261917114
8,0.741560697555542,0.7820046544075012,0.7455040216445923,0.7708965539932251
9,0.7419592142105103,0.7807198762893677,0.7459678649902344,0.7698597311973572
10,0.7422816157341003,0.7796692252159119,0.746016263961792,0.7700796723365784
11,0.7425401210784912,0.7787856459617615,0.7460858225822449,0.769162118434906
12,0.7427310943603516,0.7780275344848633,0.7461614012718201,0.7684484720230103
13,0.7429254651069641,0.7773961424827576,0.7466384172439575,0.7676928043365479
14,0.7431252002716064,0.7767784595489502,0.7465882897377014,0.7676376700401306
15,0.7432941198348999,0.7762281894683838,0.7466944456100464,0.7672832608222961
16,0.7434642910957336,0.7757397890090942,0.7465171217918396,0.7666817903518677
17,0.7436246275901794,0.7752838134765625,0.7469313144683838,0.7662292122840881
18,0.7437857985496521,0.7748475074768066,0.7472259998321533,0.7653762698173523
19,0.743890106678009,0.7744717001914978,0.7472099661827087,0.7654987573623657
20,0.7439861297607422,0.7740513682365417,0.7471626400947571,0.7650660276412964
21,0.7440953850746155,0.7736892700195312,0.7475641369819641,0.7644513845443726
22,0.7441785335540771,0.7734088897705078,0.7473770380020142,0.7648078799247742
23,0.7442725300788879,0.7730545401573181,0.7474303245544434,0.7643675804138184
24,0.7443598508834839,0.7728109955787659,0.7476673722267151,0.7639740109443665
25,0.7444430589675903,0.7725365161895752,0.7475242614746094,0.7637904286384583
26,0.7444801926612854,0.7723392248153687,0.7476304769515991,0.7641661167144775
27,0.744567334651947,0.7721042633056641,0.7475938200950623,0.7640576362609863
