epoch,accuracy,loss,val_accuracy,val_loss
0,0.06896363943815231,3.4808056354522705,0.056601159274578094,2.8239686489105225
1,0.08158078789710999,3.12792706489563,0.0752711221575737,2.7874202728271484
2,0.0931210070848465,3.0726685523986816,0.07921060919761658,2.732008218765259
3,0.11330724507570267,2.9487521648406982,0.08684725314378738,2.564046621322632
4,0.12774604558944702,2.8103363513946533,0.09600706398487091,2.483168363571167
5,0.13689635694026947,2.745819330215454,0.10231024026870728,2.4299418926239014
6,0.14553548395633698,2.6987075805664062,0.10945669561624527,2.386199474334717
7,0.1537853330373764,2.6571993827819824,0.11400129646062851,2.3472652435302734
8,0.16043508052825928,2.6210854053497314,0.11695348471403122,2.3131015300750732
9,0.16602608561515808,2.589268684387207,0.11968827247619629,2.2829906940460205
10,0.17156901955604553,2.561347007751465,0.12416640669107437,2.255222797393799
11,0.1769382357597351,2.5344977378845215,0.1278981864452362,2.2302916049957275
12,0.18201252818107605,2.511418104171753,0.13054850697517395,2.2071008682250977
13,0.18520097434520721,2.487787961959839,0.13328053057193756,2.1838600635528564
14,0.18847133219242096,2.463278293609619,0.13510556519031525,2.1583240032196045
15,0.19248409569263458,2.435413122177124,0.13908658921718597,2.128350019454956
16,0.20055657625198364,2.4026997089385986,0.1497391164302826,2.0916759967803955
17,0.2147616147994995,2.364899158477783,0.16299904882907867,2.0553629398345947
18,0.22769969701766968,2.328671455383301,0.16940052807331085,2.02115797996521
19,0.23828010261058807,2.2949934005737305,0.1757327914237976,1.987371802330017
20,0.24834100902080536,2.260540008544922,0.1826147586107254,1.955979347229004
21,0.2575288414955139,2.2266407012939453,0.1875055432319641,1.9245880842208862
22,0.2647033631801605,2.19530987739563,0.19271479547023773,1.8980447053909302
23,0.271697074174881,2.1679370403289795,0.1948181539773941,1.8757520914077759
24,0.27656498551368713,2.145493745803833,0.200236514210701,1.8558557033538818
25,0.28081265091896057,2.127140998840332,0.20338255167007446,1.8403818607330322
26,0.2842610776424408,2.111023187637329,0.20488357543945312,1.8279651403427124
27,0.28702160716056824,2.09686279296875,0.20835641026496887,1.8155927658081055
28,0.2900089919567108,2.0842676162719727,0.21017314493656158,1.8044284582138062
29,0.2925362288951874,2.0728471279144287,0.21242882311344147,1.7955272197723389
30,0.29485663771629333,2.062633991241455,0.21390214562416077,1.78542959690094
31,0.29745200276374817,2.0520474910736084,0.21517746150493622,1.7773700952529907
32,0.29949888586997986,2.0433437824249268,0.21682803332805634,1.7705072164535522
33,0.3018832504749298,2.0346553325653076,0.21819888055324554,1.7620218992233276
34,0.30393242835998535,2.0262835025787354,0.21911002695560455,1.755507469177246
35,0.3063313066959381,2.0183215141296387,0.22100290656089783,1.7475420236587524
36,0.3081214427947998,2.0104548931121826,0.22151386737823486,1.741032600402832
37,0.3103702962398529,2.002703905105591,0.22282657027244568,1.7362161874771118
38,0.312237024307251,1.995565414428711,0.22539657354354858,1.7280118465423584
39,0.31470125913619995,1.9884215593338013,0.22641433775424957,1.7216652631759644
40,0.31687766313552856,1.981052041053772,0.22718285024166107,1.7144123315811157
41,0.3187114894390106,1.975211262702942,0.22886526584625244,1.7090405225753784
42,0.32096266746520996,1.968237042427063,0.22994394600391388,1.7035332918167114
43,0.3222413659095764,1.9628137350082397,0.23096723854541779,1.6985756158828735
44,0.3242567181587219,1.9567604064941406,0.23200161755084991,1.6929718255996704
45,0.32592374086380005,1.9513691663742065,0.23269258439540863,1.688468098640442
46,0.32783326506614685,1.9454196691513062,0.23404406011104584,1.6828813552856445
47,0.3294644355773926,1.940180778503418,0.2348444163799286,1.6787821054458618
48,0.33129480481147766,1.9346539974212646,0.23598125576972961,1.6733821630477905
49,0.3324616849422455,1.9300283193588257,0.2367733120918274,1.669460654258728
50,0.3340599536895752,1.9252119064331055,0.2383255660533905,1.66427743434906
51,0.33609578013420105,1.9194716215133667,0.23907606303691864,1.660285234451294
52,0.33741357922554016,1.9150220155715942,0.2408166378736496,1.6564196348190308
53,0.3391823172569275,1.9106885194778442,0.2416973114013672,1.6520875692367554
54,0.3406883180141449,1.9059765338897705,0.24219857156276703,1.6478936672210693
55,0.34249821305274963,1.9016005992889404,0.2432938814163208,1.644684910774231
56,0.343754380941391,1.8974487781524658,0.24422024190425873,1.6409982442855835
57,0.3454752564430237,1.8931946754455566,0.24493059515953064,1.6370118856430054
58,0.3468616008758545,1.888906717300415,0.24586249887943268,1.633406639099121
59,0.34790125489234924,1.885137915611267,0.24722090363502502,1.6296675205230713
60,0.34950917959213257,1.8806345462799072,0.24788278341293335,1.6259111166000366
61,0.3510630428791046,1.8770360946655273,0.24905286729335785,1.622619867324829
62,0.3520122766494751,1.8730016946792603,0.250009685754776,1.618911862373352
63,0.3536372184753418,1.8694003820419312,0.2507588267326355,1.6155744791030884
64,0.35442519187927246,1.8663759231567383,0.2514927089214325,1.6130930185317993
65,0.3557528853416443,1.8629429340362549,0.2520465850830078,1.6104552745819092
66,0.35654154419898987,1.8593804836273193,0.25251322984695435,1.6074835062026978
67,0.35741370916366577,1.856462836265564,0.2533080577850342,1.6052970886230469
68,0.3584669530391693,1.8538496494293213,0.25409042835235596,1.6025218963623047
69,0.35951855778694153,1.8507862091064453,0.25459444522857666,1.599666714668274
70,0.360343337059021,1.848189353942871,0.2552618682384491,1.5986589193344116
71,0.3613855242729187,1.844437837600708,0.2554931342601776,1.595076322555542
72,0.36225977540016174,1.842455267906189,0.2566465735435486,1.5922387838363647
73,0.36291199922561646,1.83967924118042,0.25697198510169983,1.5901058912277222
74,0.36375105381011963,1.8371577262878418,0.2576463222503662,1.5877765417099
75,0.3645995259284973,1.8345016241073608,0.2577432692050934,1.5861462354660034
76,0.3654192388057709,1.8315742015838623,0.2583788335323334,1.5833340883255005
77,0.36606088280677795,1.8299002647399902,0.25955307483673096,1.5820473432540894
78,0.36695975065231323,1.8273590803146362,0.25968462228775024,1.5797184705734253
79,0.3676970899105072,1.824701189994812,0.26010003685951233,1.5777150392532349
80,0.36814501881599426,1.8233016729354858,0.26079654693603516,1.5755599737167358
81,0.36906665563583374,1.820560336112976,0.2614584267139435,1.5735900402069092
82,0.3696742653846741,1.818589210510254,0.2618018388748169,1.571913480758667
83,0.37033408880233765,1.8167216777801514,0.26249557733535767,1.569832682609558
84,0.37104910612106323,1.8146926164627075,0.26289159059524536,1.5678421258926392
85,0.3714804947376251,1.8126331567764282,0.2631782293319702,1.5671690702438354
86,0.37218746542930603,1.8106894493103027,0.26374319195747375,1.5645896196365356
87,0.37317606806755066,1.808478832244873,0.264274924993515,1.5634005069732666
88,0.3734164834022522,1.8070491552352905,0.26481494307518005,1.5612268447875977
89,0.37404683232307434,1.8047302961349487,0.2651195824146271,1.5600744485855103
90,0.3747018277645111,1.8035786151885986,0.26568591594696045,1.5575988292694092
91,0.3753404915332794,1.8017710447311401,0.2662799656391144,1.5563992261886597
92,0.3760960102081299,1.799273133277893,0.2667216956615448,1.5555274486541748
93,0.37651199102401733,1.7976922988891602,0.2670152485370636,1.5535657405853271
94,0.37710830569267273,1.7962945699691772,0.2674209475517273,1.5523616075515747
95,0.37733975052833557,1.794880986213684,0.26778513193130493,1.550366759300232
96,0.3779287040233612,1.7936091423034668,0.26762866973876953,1.5507663488388062
97,0.3785496652126312,1.7918846607208252,0.2682587206363678,1.5489228963851929
98,0.37877947092056274,1.7905163764953613,0.26870596408843994,1.5467747449874878
99,0.37937718629837036,1.788353443145752,0.26895105838775635,1.5449951887130737
100,0.37986883521080017,1.786630630493164,0.2695520222187042,1.5432130098342896
101,0.38038256764411926,1.785401701927185,0.27006712555885315,1.5422065258026123
102,0.3806038796901703,1.7849899530410767,0.27022913098335266,1.5406981706619263
103,0.3812006711959839,1.7825034856796265,0.2704174518585205,1.5403443574905396
104,0.3815683126449585,1.7817033529281616,0.271264910697937,1.5377668142318726
