epoch,accuracy,loss,val_accuracy,val_loss
0,0.08334854245185852,3.3372819423675537,0.11754179000854492,3.192753553390503
1,0.1158316358923912,3.0469536781311035,0.1439988911151886,2.916046619415283
2,0.16002881526947021,2.77266526222229,0.19349399209022522,2.63293719291687
3,0.22382768988609314,2.5047318935394287,0.28935542702674866,2.3195548057556152
4,0.29354211688041687,2.265843152999878,0.33733370900154114,2.1282126903533936
5,0.325958788394928,2.1368305683135986,0.36126813292503357,2.0373334884643555
6,0.34494081139564514,2.066720962524414,0.374980628490448,1.9807302951812744
7,0.35744497179985046,2.019638776779175,0.38258543610572815,1.9410018920898438
8,0.3666856586933136,1.9862861633300781,0.39026233553886414,1.911826252937317
9,0.3743874728679657,1.9609650373458862,0.39700689911842346,1.8894140720367432
10,0.3810337781906128,1.940680742263794,0.40308505296707153,1.8713836669921875
11,0.3868333697319031,1.9240233898162842,0.40901046991348267,1.8557214736938477
12,0.39159736037254333,1.9101471900939941,0.41339075565338135,1.8432528972625732
13,0.3956899344921112,1.8984259366989136,0.4171009957790375,1.8324459791183472
14,0.39920181035995483,1.8881911039352417,0.4202209413051605,1.8226103782653809
15,0.4025229215621948,1.8788342475891113,0.4228748381137848,1.8136036396026611
16,0.4055148959159851,1.8702579736709595,0.42541489005088806,1.8055096864700317
17,0.4083420932292938,1.8621474504470825,0.4278397858142853,1.7975996732711792
18,0.4109022319316864,1.8544161319732666,0.4305064380168915,1.7905025482177734
19,0.413227915763855,1.8474726676940918,0.43287357687950134,1.7839818000793457
20,0.4152259826660156,1.841092586517334,0.4349479675292969,1.7780548334121704
21,0.4169734716415405,1.8354929685592651,0.4363839328289032,1.7731972932815552
22,0.41848433017730713,1.8304349184036255,0.4379241466522217,1.7685014009475708
23,0.4198349416255951,1.8258322477340698,0.43890976905822754,1.7644280195236206
24,0.42115092277526855,1.8215779066085815,0.44005319476127625,1.7601126432418823
25,0.4223131835460663,1.8176591396331787,0.44101786613464355,1.7568227052688599
26,0.42336758971214294,1.8140548467636108,0.4419395923614502,1.753293514251709
27,0.42434361577033997,1.8106236457824707,0.4427051544189453,1.7502158880233765
28,0.42528003454208374,1.8076165914535522,0.44318345189094543,1.7475380897521973
29,0.4261195957660675,1.804643988609314,0.44403961300849915,1.7442357540130615
30,0.42701905965805054,1.8018492460250854,0.4446471631526947,1.7418969869613647
31,0.4277811050415039,1.7992730140686035,0.4457859396934509,1.7392230033874512
32,0.4284684956073761,1.7968076467514038,0.4466421902179718,1.7368093729019165
33,0.42918941378593445,1.794426679611206,0.44742050766944885,1.7342101335525513
34,0.4298597574234009,1.7922476530075073,0.4482930302619934,1.7324057817459106
35,0.4304574429988861,1.7900999784469604,0.4486906826496124,1.7304677963256836
36,0.43112578988075256,1.7879868745803833,0.44954925775527954,1.728331446647644
37,0.4317384660243988,1.7860344648361206,0.45025306940078735,1.7264430522918701
38,0.4323195219039917,1.784045696258545,0.45074501633644104,1.7248306274414062
39,0.4328431785106659,1.7823048830032349,0.4513069987297058,1.722859263420105
40,0.43338102102279663,1.7804864645004272,0.4518522024154663,1.7209922075271606
41,0.4339674413204193,1.7787331342697144,0.4524829387664795,1.719251275062561
42,0.4344034492969513,1.7771540880203247,0.45310601592063904,1.7178139686584473
43,0.43491601943969727,1.775575876235962,0.4536855220794678,1.7160875797271729
44,0.4354591965675354,1.7739720344543457,0.45424485206604004,1.7142575979232788
45,0.43585553765296936,1.7725530862808228,0.4545838534832001,1.713110089302063
46,0.43629470467567444,1.7711056470870972,0.45533090829849243,1.7117952108383179
47,0.4368232786655426,1.7696691751480103,0.4556334614753723,1.710261344909668
48,0.437199205160141,1.7683011293411255,0.45615434646606445,1.7091091871261597
49,0.4376651644706726,1.7670035362243652,0.45648854970932007,1.7078531980514526
50,0.4380444288253784,1.7656787633895874,0.45682093501091003,1.706284999847412
51,0.43845680356025696,1.7643424272537231,0.45730331540107727,1.7052407264709473
52,0.438758909702301,1.7633497714996338,0.4576280117034912,1.7040175199508667
53,0.4391576945781708,1.7620670795440674,0.4580509662628174,1.7027740478515625
54,0.43949654698371887,1.7609729766845703,0.45822426676750183,1.701844573020935
55,0.4398120641708374,1.7599303722381592,0.4585096836090088,1.700340986251831
56,0.44005995988845825,1.7588969469070435,0.4588647484779358,1.6998775005340576
